event_ordinal,partition,seq,event_key,lost_global_id,cand_global_id,lost_local_id_present,cand_local_id_present,runtime_coordinates_available,runtime_dist_h,runtime_ema_lost,runtime_ema_cand,offline_pair_status,frozen_coordinate_pair_available,classification,reason
141,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|228|264,228,264,True,True,True,1.013857007,216.6033782959,323.8367004395,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
142,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|228|267,228,267,True,True,True,0.5167193413,213.0462799072,332.3991394043,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
143,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|228|268,228,268,True,True,True,0.1245633438,213.0462799072,128.391708374,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
144,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|228|269,228,269,True,True,True,0.1169732064,213.0462799072,187.8740539551,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
145,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|238|242,238,242,True,True,True,0.3711290359,57.9840774536,85.2580795288,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
146,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|238|243,238,243,True,True,True,0.678412497,57.9840774536,96.1441421509,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
147,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|238|244,238,244,True,True,True,0.0262134578,57.9840774536,60.594871521,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
148,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|253|255,253,255,True,True,True,0.1940862387,87.5068206787,95.1305389404,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
149,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|262|263,262,263,True,True,True,0.2113758624,127.3712005615,207.0012969971,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
150,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|262|265,262,265,True,True,True,0.8662980199,127.3712005615,154.6785888672,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
151,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|262|268,262,268,True,True,True,0.2594434321,127.3712005615,128.391708374,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
152,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|280|282,280,282,True,True,True,2.5720334053,120.0501327515,190.1497955322,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
153,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|281|282,281,282,True,True,True,0.2220310867,321.4468078613,190.1497955322,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
154,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|282|286,282,286,True,True,True,2.5463342667,185.5383300781,160.9582061768,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
155,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|284|285,284,285,True,True,True,2.1743552685,134.3006896973,219.3159637451,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
156,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|288|292,288,292,True,True,True,0.2039371729,285.5196533203,383.7622070312,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
157,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|293|297,293,297,True,True,True,3.1729712486,138.5467224121,86.8613967896,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
158,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|293|298,293,298,True,True,True,3.2423045635,138.5467224121,90.6315078735,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
159,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|307|314,307,314,True,True,True,1.3770928383,330.7727050781,225.5941162109,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
160,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|317|322,317,322,True,True,True,0.8896053433,309.5774536133,383.7800292969,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
161,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|317|323,317,323,True,True,True,0.0545178987,309.5774536133,296.6911621094,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
162,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|317|325,317,325,True,True,True,1.0573731661,309.5774536133,248.5029754639,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
163,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|324|326,324,326,True,True,True,1.1301724911,161.7931213379,259.9538879395,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
164,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|325|327,325,327,True,True,True,0.4838092029,250.1148834229,271.5168762207,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
165,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|331|335,331,335,True,True,True,0.493157655,138.3203887939,182.9812469482,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
166,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|331|336,331,336,True,True,True,1.5811344385,149.5168457031,168.1781463623,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
167,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|340|342,340,342,True,True,True,2.3692409992,100.1215515137,138.272857666,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
168,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|340|344,340,344,True,True,True,1.9789649248,104.2894058228,121.630355835,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
169,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|340|345,340,345,True,True,True,0.6863715649,104.2894058228,151.0109405518,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
170,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|349|365,349,365,True,True,True,2.1869082451,135.0077972412,107.0597686768,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
171,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|358|360,358,360,True,True,True,1.7541952133,120.6424560547,124.8665771484,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
172,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|358|361,358,361,True,True,True,1.431455493,120.6424560547,74.6637802124,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
173,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|358|362,358,362,True,True,True,1.1641827822,120.6424560547,72.3340454102,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
174,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|358|363,358,363,True,True,True,1.7725989819,120.6424560547,120.4488220215,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
175,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|358|365,358,365,True,True,True,0.8819774985,120.6424560547,107.0597686768,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
176,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|358|368,358,368,True,True,True,0.657387495,120.6424560547,113.568321228,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
177,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|358|369,358,369,True,True,True,3.0490531921,120.6424560547,115.8703765869,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
178,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|358|370,358,370,True,True,True,1.5102465153,120.6424560547,192.9201812744,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
179,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|359|360,359,360,True,True,True,1.4447015524,88.871887207,124.8665771484,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
180,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|359|361,359,361,True,True,True,0.9586606622,88.871887207,74.6637802124,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
181,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|359|365,359,365,True,True,True,0.38391909,98.667137146,107.0597686768,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
182,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|359|368,359,368,True,True,True,0.1518819928,98.667137146,113.568321228,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
183,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|359|369,359,369,True,True,True,2.7861435413,98.667137146,115.8703765869,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
184,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|367|371,367,371,True,True,True,1.8640064001,60.3446540833,98.7877731323,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
185,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|367|373,367,373,True,True,True,0.5406810045,60.3446540833,81.8710403442,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
186,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|367|374,367,374,True,True,True,0.8181381226,60.3446540833,62.4265365601,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
187,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|367|375,367,375,True,True,True,0.8656380773,60.3446540833,73.3952255249,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
188,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|367|376,367,376,True,True,True,0.4890658557,60.3446540833,93.0366287231,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
189,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|370|377,370,377,True,True,True,1.3493341208,272.1323852539,415.8521728516,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
190,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|372|375,372,375,True,True,True,1.5034447908,108.240272522,73.3952255249,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
191,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|372|376,372,376,True,True,True,0.5055962801,108.240272522,93.0366287231,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
192,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|372|378,372,378,True,True,True,0.2627390623,108.240272522,121.8443527222,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
193,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|372|379,372,379,True,True,True,0.6051958203,108.240272522,139.9354705811,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
194,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|372|380,372,380,True,True,True,1.5731604099,108.240272522,80.7212753296,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
195,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|372|381,372,381,True,True,True,1.9326652288,108.240272522,83.4398422241,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
196,cohort_gap,MOT17-05-SDP,MOT17-05-SDP|376|384,376,384,True,True,True,0.7206340432,148.8925170898,189.8307800293,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
197,cohort_gap,MOT17-09-SDP,MOT17-09-SDP|385|390,385,390,True,True,True,0.4538661838,260.0827331543,244.6510925293,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
198,cohort_gap,MOT17-09-SDP,MOT17-09-SDP|395|409,395,409,True,True,True,2.6039493084,235.3090515137,382.7583007812,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
199,cohort_gap,MOT17-09-SDP,MOT17-09-SDP|396|402,396,402,True,True,True,0.2964138985,492.8721618652,416.4044189453,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
200,cohort_gap,MOT17-09-SDP,MOT17-09-SDP|396|403,396,403,True,True,True,0.1509746313,492.8721618652,397.126953125,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
201,cohort_gap,MOT17-09-SDP,MOT17-09-SDP|396|404,396,404,True,True,True,0.0846627429,492.8721618652,412.6695861816,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
202,cohort_gap,MOT17-09-SDP,MOT17-09-SDP|396|413,396,413,True,True,True,0.3391630352,248.8292236328,198.3224487305,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
203,cohort_gap,MOT17-09-SDP,MOT17-09-SDP|396|415,396,415,True,True,True,3.2488596439,248.8292236328,177.2259674072,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
204,cohort_gap,MOT17-09-SDP,MOT17-09-SDP|403|406,403,406,True,True,True,0.7999011874,398.9847717285,344.6129760742,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
205,cohort_gap,MOT17-09-SDP,MOT17-09-SDP|406|411,406,411,True,True,True,1.2201480865,249.3166046143,323.2700500488,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
206,cohort_gap,MOT17-09-SDP,MOT17-09-SDP|410|412,410,412,True,True,True,0.4649374187,354.6446228027,315.6298217773,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
207,cohort_gap,MOT17-09-SDP,MOT17-09-SDP|410|419,410,419,True,True,True,0.620603025,239.999710083,231.7075653076,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
208,cohort_gap,MOT17-09-SDP,MOT17-09-SDP|410|420,410,420,True,True,True,0.1916679293,239.999710083,290.7469787598,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
209,cohort_gap,MOT17-09-SDP,MOT17-09-SDP|410|421,410,421,True,True,True,0.290661186,239.999710083,223.8730926514,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
210,cohort_gap,MOT17-09-SDP,MOT17-09-SDP|410|422,410,422,True,True,True,2.8799469471,239.999710083,199.8895721436,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
211,cohort_gap,MOT17-09-SDP,MOT17-09-SDP|415|423,415,423,True,True,True,0.6655876637,193.2041473389,182.2835540771,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
212,cohort_gap,MOT17-09-SDP,MOT17-09-SDP|422|425,422,425,True,True,True,2.266587019,191.3597717285,307.7474975586,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
213,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|430|450,430,450,True,True,True,7.6860132217,69.2785720825,67.9879760742,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
214,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|434|538,434,538,True,True,True,0.2086079717,155.9242706299,155.6712036133,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
215,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|437|453,437,453,True,True,True,0.9450120926,140.4258422852,193.2239685059,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
216,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|437|455,437,455,True,True,True,3.4597463608,140.4258422852,103.6971130371,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
217,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|438|448,438,448,True,True,True,0.1027584001,71.0453948975,71.7006912231,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
218,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|438|450,438,450,True,True,True,0.0731818974,70.96434021,67.9879760742,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
219,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|442|461,442,461,True,True,True,0.5868062377,62.3673667908,54.1428833008,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
220,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|444|462,444,462,True,True,True,5.1459188461,106.3104934692,143.1618499756,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
221,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|444|463,444,463,True,True,True,2.608527422,106.3104934692,89.6739807129,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
222,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|444|464,444,464,True,True,True,3.9464793205,110.5611495972,97.6924362183,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
223,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|444|475,444,475,True,True,True,0.9451185465,110.4296264648,120.6790313721,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
224,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|444|476,444,476,True,True,True,4.9994654655,110.4296264648,65.374961853,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
225,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|446|450,446,450,True,True,True,2.3796646595,61.4814682007,67.9879760742,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
226,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|446|452,446,452,True,True,True,0.4495782554,61.4814682007,57.803314209,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
227,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|447|448,447,448,True,True,True,0.3419257998,67.5017318726,71.7006912231,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
228,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|447|450,447,450,True,True,True,0.4960766137,67.5017318726,67.9879760742,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
229,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|447|451,447,451,True,True,True,8.2712192535,67.5017318726,74.843711853,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
230,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|447|452,447,452,True,True,True,2.5692284107,67.5017318726,57.803314209,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
231,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|447|454,447,454,True,True,True,2.3558504581,67.5017318726,73.365814209,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
232,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|447|455,447,455,True,True,True,2.5586423874,67.5017318726,103.6971130371,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
233,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|447|456,447,456,True,True,True,0.4662398696,67.5017318726,79.0518951416,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
234,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|447|457,447,457,True,True,True,2.8197078705,67.5017318726,70.0946044922,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
235,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|447|459,447,459,True,True,True,2.7937297821,67.5017318726,75.5319290161,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
236,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|449|450,449,450,True,True,True,2.0642457008,57.0452194214,67.9879760742,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
237,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|450|454,450,454,True,True,True,0.3078018129,67.8707275391,73.365814209,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
238,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|450|459,450,459,True,True,True,0.2735438645,67.9481887817,75.5319290161,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
239,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|458|465,458,465,True,True,True,4.5411157608,200.2477416992,120.9168777466,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
240,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|458|469,458,469,True,True,True,0.1517579854,200.2477416992,221.9284362793,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
241,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|461|463,461,463,True,True,True,2.7127914429,55.8734703064,89.6739807129,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
242,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|461|481,461,481,True,True,True,1.1393054724,88.1656951904,65.3428878784,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
243,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|461|490,461,490,True,True,True,3.990953207,95.6521377563,67.8535079956,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
244,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|461|492,461,492,True,True,True,4.5056300163,96.923324585,118.6537322998,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
245,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|461|493,461,493,True,True,True,4.764714241,96.923324585,103.9379119873,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
246,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|461|494,461,494,True,True,True,2.6126954556,96.923324585,58.9724731445,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
247,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|461|496,461,496,True,True,True,4.3010807037,96.923324585,117.513999939,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
248,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|461|497,461,497,True,True,True,4.9446020126,96.923324585,114.8857421875,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
249,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|462|464,462,464,True,True,True,2.0219869614,143.5749664307,97.6924362183,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
250,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|462|465,462,465,True,True,True,4.9036765099,143.5749664307,120.9168777466,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
251,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|462|466,462,466,True,True,True,2.371771574,143.5749664307,97.0298843384,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
252,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|464|470,464,470,True,True,True,3.4173340797,94.3091125488,106.7561187744,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
253,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|466|468,466,468,True,True,True,0.5999850631,97.760345459,77.0972824097,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
254,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|466|470,466,470,True,True,True,3.7089087963,98.473449707,106.7561187744,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
255,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|470|471,470,471,True,True,True,0.21985358,105.6813735962,101.53074646,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
256,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|470|472,470,472,True,True,True,0.3806740344,105.6813735962,68.1863937378,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
257,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|470|473,470,473,True,True,True,6.9943842888,105.6813735962,111.0199432373,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
258,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|470|475,470,475,True,True,True,6.896630764,105.6813735962,120.6790313721,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
259,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|470|476,470,476,True,True,True,5.2648005486,105.6813735962,65.374961853,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
260,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|473|486,473,486,True,True,True,0.2465115488,110.5420227051,118.7136001587,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
261,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|473|492,473,492,True,True,True,0.0514630675,112.456489563,118.6537322998,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
262,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|473|493,473,493,True,True,True,0.0354482569,112.456489563,103.9379119873,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
263,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|473|496,473,496,True,True,True,0.1942379624,112.456489563,117.513999939,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
264,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|473|497,473,497,True,True,True,0.3771540225,112.456489563,114.8857421875,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
265,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|479|488,479,488,True,True,True,4.5487380028,108.1721115112,95.0594406128,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
266,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|479|490,479,490,True,True,True,8.7651348114,108.6708908081,67.8535079956,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
267,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|479|491,479,491,True,True,True,6.3443541527,108.6708908081,118.0594024658,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
268,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|479|492,479,492,True,True,True,0.0972530097,108.6247253418,118.6537322998,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
269,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|479|493,479,493,True,True,True,0.0894362405,108.6247253418,103.9379119873,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
270,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|479|496,479,496,True,True,True,0.1870798767,108.6247253418,117.513999939,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
271,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|479|497,479,497,True,True,True,0.4424325824,108.6247253418,114.8857421875,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
272,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|479|498,479,498,True,True,True,7.7362446785,108.6708908081,71.1120910645,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
273,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|481|488,481,488,True,True,True,1.2527395487,64.0623321533,95.0594406128,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
274,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|482|486,482,486,True,True,True,1.1155958176,93.3562088013,118.7136001587,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
275,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|485|488,485,488,True,True,True,3.4173719883,69.0358505249,95.0594406128,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
276,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|485|490,485,490,True,True,True,0.2805983722,69.0358505249,67.8535079956,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
277,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|494|517,494,517,True,True,True,0.3667851388,61.6811294556,53.5444564819,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
278,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|494|519,494,519,True,True,True,0.2799353898,62.5205383301,65.8163146973,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
279,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|494|520,494,520,True,True,True,0.0359420069,64.2572479248,67.5231628418,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
280,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|494|521,494,521,True,True,True,0.6644750834,64.2572479248,60.0779075623,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
281,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|494|523,494,523,True,True,True,1.0301475525,64.2572479248,63.3320770264,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
282,cohort_gap,MOT17-10-SDP,MOT17-10-SDP|494|527,494,527,True,True,True,0.6329092383,64.2572479248,63.6388015747,absent,False,structurally unjoinable,same_global_pair_absent_from_offline_universe
