seq,lost_id,track_key,z_score_m_bridge,z_bridge_dist,z_dist_h,z_log_h_ratio,z_resid_mean,z_dir_cos,z_speed_mismatch,z_gap,v_score_m_bridge,v_bridge_dist,v_dist_h,v_log_h_ratio,v_resid_mean,v_dir_cos,v_speed_mismatch,v_gap,d_h_k8
MOT17-10-SDP,454,MOT17-10-SDP|454,1,1,1,1,1,0,1,0,2.97361,1.58964,2.24368,0.332982,4.17764,-0.832018,0.00711188,208,2
MOT17-10-SDP,455,MOT17-10-SDP|455,1,0,0,1,0,1,0,1,4.28621,5.9799,3.52898,0.00660613,5.98052,0.964184,0.0859585,57,4
MOT17-10-SDP,456,MOT17-10-SDP|456,1,1,1,1,1,1,1,1,0.189228,0.180058,0.26187,0.178778,0.180059,0.583267,0.0142336,3,0
MOT17-10-SDP,456,MOT17-10-SDP|456,0,1,1,1,0,1,1,0,8.07462,1.49687,0.648899,0.336264,10.2092,0.75138,0.00559704,146,3
MOT17-10-SDP,458,MOT17-10-SDP|458,1,1,1,1,1,1,0,1,1.09611,1.02069,1.24516,0.441312,1.07761,0.809528,0.0378909,13,1
MOT17-10-SDP,458,MOT17-10-SDP|458,1,1,1,1,1,1,0,1,0.580749,0.348649,1.32305,0.0804835,0.580749,0.987667,0.0729108,13,1
MOT17-10-SDP,458,MOT17-10-SDP|458,0,0,1,0,0,1,0,1,5.3079,5.83745,0.353122,0.575177,6.16052,0.966703,0.0693812,123,5
MOT17-10-SDP,458,MOT17-10-SDP|458,0,0,1,0,0,1,0,0,6.98924,8.08785,1.57505,0.794727,8.40127,0.914593,0.0440265,185,6
MOT17-10-SDP,459,MOT17-10-SDP|459,1,1,1,1,0,0,0,1,3.3311,2.02479,0.554743,0.541222,5.9843,-0.825509,0.0410135,116,3
MOT17-10-SDP,460,MOT17-10-SDP|460,1,1,1,1,1,1,0,1,0.898654,0.687237,1.20652,0.0405325,0.703908,0.572275,0.047846,9,1
MOT17-10-SDP,462,MOT17-10-SDP|462,1,1,1,1,1,1,1,1,0.376859,0.849185,0.25768,0.00468934,0.849219,0.909343,0.0208199,64,0
MOT17-10-SDP,462,MOT17-10-SDP|462,1,1,1,1,1,1,1,1,0.625353,0.850783,0.525571,0.0691488,1.03021,0.978375,0.0249742,79,0
MOT17-10-SDP,463,MOT17-10-SDP|463,1,1,1,1,1,0,1,1,0.822952,0.829473,0.751591,0.120328,0.849331,-0.970314,0.0105869,11,1
MOT17-10-SDP,463,MOT17-10-SDP|463,1,1,1,1,1,1,1,1,4.00096,4.53351,2.33506,0.0400953,4.56969,0.981864,0.024978,85,0
MOT17-10-SDP,463,MOT17-10-SDP|463,1,1,0,1,1,1,0,1,4.74837,2.06544,3.76419,0.0835651,5.0446,0.993801,0.0400554,110,2
MOT17-10-SDP,463,MOT17-10-SDP|463,0,1,1,1,0,1,0,0,5.83022,4.38681,1.89824,0.0912828,7.24274,0.864403,0.0359171,156,4
MOT17-10-SDP,463,MOT17-10-SDP|463,0,0,1,1,0,1,1,0,5.82555,7.17822,2.11227,0.109206,7.18332,0.922778,0.0180488,164,4
MOT17-10-SDP,463,MOT17-10-SDP|463,0,1,1,1,0,1,0,0,6.56609,3.46809,1.9451,0.0987897,8.2385,0.985929,0.0389041,186,4
MOT17-10-SDP,463,MOT17-10-SDP|463,0,0,1,1,0,1,1,0,9.90836,13.1235,1.23737,0.137742,13.169,0.998838,0.00784554,214,4
MOT17-10-SDP,463,MOT17-10-SDP|463,0,0,0,1,0,1,0,0,7.84477,6.58572,2.61469,0.125519,9.78806,0.99949,0.0397525,250,6
MOT17-10-SDP,464,MOT17-10-SDP|464,1,1,1,1,1,1,1,1,1.26338,1.19941,1.00062,0.142636,1.87971,0.768483,0.0228479,97,0
MOT17-10-SDP,464,MOT17-10-SDP|464,1,1,1,1,1,1,1,1,0.994936,1.26397,0.753383,0.098912,1.55222,0.580778,0.0108327,125,0
MOT17-10-SDP,465,MOT17-10-SDP|465,1,1,1,1,1,1,0,1,0.127113,0.115186,0.128088,0.00460745,0.123221,-0.504185,0.0421894,2,1
MOT17-10-SDP,465,MOT17-10-SDP|465,1,1,1,1,1,1,0,1,0.576442,0.556484,0.581803,0.517188,0.557908,0.835525,0.035423,2,1
MOT17-10-SDP,465,MOT17-10-SDP|465,1,1,1,1,1,1,1,1,0.763283,0.89543,0.719509,0.138472,0.945853,0.981683,0.0105218,112,0
MOT17-10-SDP,465,MOT17-10-SDP|465,1,1,1,1,1,1,1,0,1.01055,1.47951,0.653552,0.358023,2.6169,-0.437506,0.0229151,174,1
MOT17-10-SDP,467,MOT17-10-SDP|467,1,1,0,1,1,0,0,1,4.54084,2.82077,3.07401,0.054364,5.27956,-0.948665,0.0343488,72,3
MOT17-10-SDP,467,MOT17-10-SDP|467,0,0,0,1,0,0,0,1,6.88813,7.96194,4.4697,0.178024,8.00172,-0.924147,0.0269316,97,6
MOT17-10-SDP,467,MOT17-10-SDP|467,0,0,1,1,0,1,1,0,5.69582,5.94328,2.45929,0.00317646,7.38757,-0.683428,0.024031,143,4
MOT17-10-SDP,467,MOT17-10-SDP|467,0,1,0,1,0,0,1,0,5.51235,2.96963,2.70738,0.0147464,6.99776,-0.737122,0.00706842,151,5
MOT17-10-SDP,467,MOT17-10-SDP|467,0,0,0,1,0,0,0,0,6.63261,7.75929,2.6258,0.00433045,8.73846,-0.842661,0.0269283,173,7
MOT17-10-SDP,467,MOT17-10-SDP|467,0,1,1,1,0,0,1,0,8.39169,1.89308,1.97903,0.0432827,11.8588,-0.923045,0.0175264,201,4
MOT17-10-SDP,467,MOT17-10-SDP|467,0,0,0,1,0,0,0,0,7.91357,8.04531,3.28304,0.0310599,10.395,-0.880934,0.0278994,237,7
MOT17-10-SDP,469,MOT17-10-SDP|469,1,1,1,1,1,0,1,1,2.74137,0.133258,1.09024,0.0858554,4.1739,-0.980907,0.0209568,93,1
MOT17-10-SDP,469,MOT17-10-SDP|469,1,1,0,1,1,0,1,0,3.98732,4.28498,3.34601,0.102762,4.6018,-0.748157,0.0158142,167,3
MOT17-10-SDP,469,MOT17-10-SDP|469,0,1,0,1,0,0,1,0,5.83471,4.64855,4.88429,0.215481,6.80286,-0.741865,0.00334683,228,5
MOT17-10-SDP,470,MOT17-10-SDP|470,1,1,1,1,1,0,1,1,2.37338,2.84809,2.00997,0.162335,3.09585,-0.981238,0.00759297,104,1
MOT17-10-SDP,470,MOT17-10-SDP|470,1,1,1,1,1,0,1,0,2.67141,3.76687,1.99137,0.355001,4.13684,-0.999917,0.00969889,157,2
MOT17-10-SDP,471,MOT17-10-SDP|471,1,1,1,1,1,1,1,1,1.59828,1.39927,1.0552,0.222344,2.26772,0.964006,0.0107337,96,0
MOT17-10-SDP,471,MOT17-10-SDP|471,1,1,1,1,1,1,1,1,1.43121,2.13144,0.78277,0.178619,2.21321,0.878023,0.00203039,124,0
MOT17-10-SDP,473,MOT17-10-SDP|473,1,1,1,1,1,1,0,1,2.6282,2.44448,0.459435,0.0459113,3.29618,0.22493,0.0557787,82,1
MOT17-10-SDP,473,MOT17-10-SDP|473,0,1,1,1,0,0,0,0,4.86191,3.74027,0.936034,0.265462,6.38395,-0.999758,0.036464,144,5
MOT17-10-SDP,474,MOT17-10-SDP|474,1,1,1,1,1,1,0,1,0.131429,0.0891824,0.187917,0.00553352,0.108008,0.965969,0.0459657,3,1
MOT17-10-SDP,474,MOT17-10-SDP|474,1,1,1,1,1,1,0,1,1.29534,1.31644,1.24019,0.214017,1.32285,0.995823,0.0281539,65,1
MOT17-10-SDP,478,MOT17-10-SDP|478,1,1,1,1,1,1,0,1,0.16572,0.141117,0.174299,0.0838585,0.162246,0.676699,0.0395275,5,1
MOT17-10-SDP,479,MOT17-10-SDP|479,1,1,1,0,1,0,0,1,0.753882,0.773983,0.554894,0.675103,0.796691,-0.999263,0.0427525,7,3
MOT17-10-SDP,479,MOT17-10-SDP|479,1,1,1,0,1,1,0,1,1.99343,2.3719,0.0727539,0.669628,2.4088,-0.595494,0.05756,45,2
MOT17-10-SDP,479,MOT17-10-SDP|479,0,0,1,1,0,1,0,0,5.84112,6.97565,0.926493,0.53756,7.04516,0.455291,0.0713126,177,5
MOT17-10-SDP,482,MOT17-10-SDP|482,1,1,1,1,1,0,0,1,2.06249,2.28094,1.18431,0.15316,2.28116,-0.975607,0.0567218,23,2
MOT17-10-SDP,482,MOT17-10-SDP|482,1,1,1,1,1,1,0,1,4.07637,2.94637,1.00572,0.117264,4.80441,-0.506096,0.026784,66,1
MOT17-10-SDP,482,MOT17-10-SDP|482,1,1,1,1,1,0,0,1,3.68671,4.41089,0.977166,0.233756,4.43699,-0.778811,0.0711201,97,2
MOT17-10-SDP,482,MOT17-10-SDP|482,0,0,1,1,0,1,1,0,7.75548,9.61593,1.03388,0.237194,9.62496,0.173521,0.00413926,136,4
MOT17-10-SDP,489,MOT17-10-SDP|489,1,1,1,1,1,1,0,1,0.240242,0.185331,0.311569,0.0221799,0.206845,0.98711,0.0275917,6,1
MOT17-10-SDP,489,MOT17-10-SDP|489,1,1,1,1,1,1,1,1,0.49825,0.111519,0.0664872,0.0401027,0.7033,-0.198264,0.0103834,14,0
MOT17-10-SDP,489,MOT17-10-SDP|489,1,1,1,1,1,1,0,1,1.05846,1.25877,0.54385,0.0296868,1.30085,0.0152503,0.0305121,36,1
MOT17-10-SDP,489,MOT17-10-SDP|489,1,1,1,1,1,1,1,1,3.06379,1.26334,1.10961,0.068639,4.01306,0.554107,0.0145646,64,0
MOT17-10-SDP,489,MOT17-10-SDP|489,1,1,1,1,1,1,0,1,2.95474,3.22952,1.0165,0.0564163,3.8872,-0.688181,0.0314467,100,1
MOT17-10-SDP,489,MOT17-10-SDP|489,0,0,1,1,0,1,0,0,6.24141,6.28775,1.20469,0.0718308,8.69423,-0.601554,0.0389407,233,5
MOT17-10-SDP,492,MOT17-10-SDP|492,1,1,1,1,1,1,1,1,0.524348,0.312017,0.205817,0.126696,0.673589,0.963834,0.0238596,10,0
MOT17-10-SDP,492,MOT17-10-SDP|492,1,1,1,1,1,0,1,1,1.86122,1.67949,1.42102,0.00379245,2.08823,-0.966255,0.0215938,26,1
MOT17-10-SDP,492,MOT17-10-SDP|492,1,0,1,1,1,0,0,0,3.67584,5.12201,0.790337,0.0772489,5.24663,-0.953606,0.0460411,166,4
MOT17-10-SDP,492,MOT17-10-SDP|492,0,0,1,1,0,0,1,0,6.69831,9.54687,1.36914,0.152521,9.76477,-0.927266,0.0101095,195,5
MOT17-10-SDP,494,MOT17-10-SDP|494,1,1,1,1,1,1,1,1,2.49341,2.58887,2.125,0.10198,2.68802,0.286887,0.0221967,40,0
MOT17-10-SDP,494,MOT17-10-SDP|494,1,1,1,1,1,1,1,1,2.70782,2.36989,1.77281,0.119903,3.20853,0.229952,0.00436726,48,0
MOT17-10-SDP,494,MOT17-10-SDP|494,1,1,1,1,1,1,1,1,2.27337,2.53196,1.5281,0.109487,2.66931,0.472218,0.025253,70,0
MOT17-10-SDP,494,MOT17-10-SDP|494,0,1,1,1,0,1,1,1,4.81779,4.0596,1.99437,0.148439,6.36287,0.729453,0.0214493,98,2
MOT17-10-SDP,494,MOT17-10-SDP|494,1,1,1,1,1,1,0,0,3.6373,4.40326,0.76444,0.136216,5.19492,0.316145,0.0262979,134,2
MOT17-10-SDP,494,MOT17-10-SDP|494,0,1,1,1,0,1,0,0,5.88419,4.24616,0.619335,0.151631,8.7723,0.57395,0.034122,267,4
MOT17-10-SDP,495,MOT17-10-SDP|495,1,1,1,1,1,1,0,1,0.757256,0.426321,1.06824,0.306811,0.444107,0.977719,0.0403326,13,1
MOT17-10-SDP,495,MOT17-10-SDP|495,1,1,0,0,1,1,0,1,2.18195,0.0588438,3.03684,0.600326,1.16007,0.998564,0.0304326,76,3
MOT17-10-SDP,496,MOT17-10-SDP|496,1,1,1,1,1,1,0,1,0.802235,0.976283,0.341838,0.137208,1.01924,-0.181295,0.0339239,28,1
MOT17-10-SDP,497,MOT17-10-SDP|497,1,1,1,1,1,0,1,1,0.149783,0.159773,0.142423,0.300904,0.160788,-0.739481,0.0157772,3,1
MOT17-10-SDP,497,MOT17-10-SDP|497,1,1,1,1,1,1,1,1,0.618218,0.801618,0.380099,0.225632,0.984022,0.35998,0.0128879,32,0
MOT17-10-SDP,499,MOT17-10-SDP|499,1,1,1,1,1,1,1,1,0.149859,0.379684,0.0753644,0.0240706,0.380168,0.284861,0.0118245,29,0
MOT17-10-SDP,499,MOT17-10-SDP|499,1,1,1,1,1,1,0,1,1.25859,2.38523,0.886106,0.011826,2.39653,0.952467,0.0411839,72,1
MOT17-10-SDP,499,MOT17-10-SDP|499,1,1,1,1,1,1,1,1,0.465811,0.145826,0.516973,0.104666,0.303238,0.909007,0.00454031,103,0
MOT17-10-SDP,499,MOT17-10-SDP|499,1,1,1,1,1,1,0,0,2.12934,3.97008,1.43544,0.108105,4.33692,0.996006,0.0584833,142,2
MOT17-10-SDP,501,MOT17-10-SDP|501,1,1,1,1,1,1,0,1,1.40597,0.557577,1.72331,0.116412,0.906506,0.852525,0.027222,51,1
MOT17-10-SDP,503,MOT17-10-SDP|503,0,0,1,1,0,0,0,0,5.28435,6.37687,1.13963,0.18453,6.39044,-0.979854,0.0702772,136,6
MOT17-10-SDP,503,MOT17-10-SDP|503,0,0,1,1,0,0,0,0,8.00956,7.9479,1.1523,0.259802,10.023,-0.928869,0.0315817,165,6
MOT17-10-SDP,504,MOT17-10-SDP|504,1,1,1,1,1,1,1,1,0.0905517,0.0703268,0.036833,0.00689318,0.141581,0.453232,0.0108537,5,0
MOT17-10-SDP,504,MOT17-10-SDP|504,1,1,1,0,1,1,1,0,2.05159,0.0891836,1.38937,0.695974,2.97509,0.911188,0.0101048,196,2
MOT17-10-SDP,505,MOT17-10-SDP|505,1,1,1,1,1,1,1,1,0.582868,0.766294,0.446911,0.0992703,0.783257,-0.124356,0.000184784,37,0
MOT17-10-SDP,506,MOT17-10-SDP|506,1,1,1,1,1,1,0,1,1.424,1.24143,0.406434,0.37278,1.55521,-0.62556,0.0475852,18,1
MOT17-10-SDP,506,MOT17-10-SDP|506,1,1,1,1,1,1,0,1,2.70002,2.84754,0.575488,0.367305,2.97665,0.617286,0.06547,56,1
MOT17-10-SDP,506,MOT17-10-SDP|506,0,0,1,1,0,1,0,0,7.66071,8.4969,1.67801,0.235237,8.63226,0.277268,0.0815021,188,5
MOT17-10-SDP,507,MOT17-10-SDP|507,1,1,1,1,1,1,1,1,0.193905,0.109982,0.291304,0.106587,0.110836,0.982598,0.0133317,14,0
MOT17-10-SDP,508,MOT17-10-SDP|508,1,1,1,1,1,1,1,1,0.682987,0.52735,0.869811,0.28021,0.52773,0.994167,0.0190174,15,0
MOT17-10-SDP,508,MOT17-10-SDP|508,1,1,0,1,1,1,1,1,1.40195,0.275737,2.62692,0.392929,0.308986,0.977283,0.00184687,76,1
MOT17-10-SDP,509,MOT17-10-SDP|509,1,1,1,1,1,1,1,1,0.235779,0.46766,0.0898694,0.0375867,0.507013,-0.615482,0.00373208,29,0
MOT17-10-SDP,509,MOT17-10-SDP|509,1,1,1,1,1,1,0,1,1.55799,2.60003,0.883182,0.0734833,2.79564,0.0930255,0.0320391,72,1
MOT17-10-SDP,509,MOT17-10-SDP|509,1,1,1,1,1,1,1,1,0.663077,0.822216,0.525007,0.043009,0.927785,-0.022809,0.0118339,103,0
MOT17-10-SDP,509,MOT17-10-SDP|509,1,1,1,1,1,1,0,0,2.64624,4.466,1.41581,0.0464474,5.00837,0.305475,0.049362,142,2
MOT17-10-SDP,512,MOT17-10-SDP|512,1,1,1,1,1,1,1,1,0.155223,0.117124,0.214361,0.0683348,0.121215,0.549138,0.00597205,4,0
MOT17-10-SDP,512,MOT17-10-SDP|512,1,1,1,1,1,1,1,1,0.606786,0.311728,0.471077,0.0787507,0.684288,0.964825,0.0250036,26,0
MOT17-10-SDP,512,MOT17-10-SDP|512,1,1,1,1,1,1,1,1,2.29886,2.98383,0.880081,0.0397985,3.13029,0.415387,0.0176078,54,0
MOT17-10-SDP,512,MOT17-10-SDP|512,1,1,1,1,1,1,1,1,1.88074,2.1438,1.05828,0.0520212,2.35883,0.966009,0.0259597,90,0
MOT17-10-SDP,512,MOT17-10-SDP|512,1,1,1,1,0,1,0,0,4.51343,4.12885,1.21168,0.0366066,6.45241,0.991805,0.0331027,223,3
MOT17-10-SDP,514,MOT17-10-SDP|514,1,1,1,1,1,1,1,1,0.855622,0.56705,0.673535,0.470342,1.07422,0.938028,0.0147994,65,0
MOT17-10-SDP,515,MOT17-10-SDP|515,1,1,1,1,1,1,1,1,0.835079,0.727719,0.893515,0.0174751,0.786778,-0.316296,0.0014794,27,0
MOT17-10-SDP,515,MOT17-10-SDP|515,1,1,1,1,1,0,1,0,3.15226,4.06946,2.1193,0.114593,4.07096,-0.712352,0.0248616,159,2
MOT17-10-SDP,516,MOT17-10-SDP|516,1,1,1,1,1,1,1,1,0.604223,0.584617,0.551339,0.0429571,0.6374,-0.401041,0.0202047,17,0
MOT17-10-SDP,516,MOT17-10-SDP|516,1,1,1,1,1,1,1,1,2.57975,3.44739,1.21036,0.0819093,3.46134,-0.689575,0.0249558,45,0
MOT17-10-SDP,516,MOT17-10-SDP|516,1,1,1,1,1,1,1,1,1.67138,1.50602,0.866087,0.0696866,2.18562,0.566037,0.021286,81,0
MOT17-10-SDP,516,MOT17-10-SDP|516,1,0,1,1,0,1,0,0,4.31185,5.7713,1.07165,0.0851012,6.40228,0.478534,0.0289089,214,4
MOT17-10-SDP,517,MOT17-10-SDP|517,1,1,1,1,1,1,1,1,0.135459,0.0759186,0.223408,0.0388979,0.0909889,0.814977,0.00785819,3,0
MOT17-10-SDP,518,MOT17-10-SDP|518,1,1,1,1,1,1,0,1,0.760009,0.988682,0.563597,0.0218155,0.991091,0.999518,0.0420346,22,1
MOT17-10-SDP,518,MOT17-10-SDP|518,1,1,1,1,1,0,1,1,1.23377,1.59978,0.803615,0.00959279,1.73697,-0.779058,0.00275965,58,1
MOT17-10-SDP,518,MOT17-10-SDP|518,1,1,1,1,1,1,1,0,2.33373,1.92007,0.882282,0.0250074,4.04395,-0.597926,0.0103065,191,1
MOT17-10-SDP,521,MOT17-10-SDP|521,1,1,1,1,1,1,0,1,1.2035,0.304076,1.25615,0.141823,1.05856,-0.084812,0.0373574,43,1
MOT17-10-SDP,522,MOT17-10-SDP|522,1,1,1,1,1,1,0,1,1.1926,0.78046,1.3083,0.14439,0.925203,0.774267,0.0404996,26,1
MOT17-10-SDP,523,MOT17-10-SDP|523,1,1,1,1,1,1,0,1,0.273351,0.323827,0.122873,0.0323707,0.352254,0.886484,0.043229,15,1
MOT17-10-SDP,524,MOT17-10-SDP|524,1,1,1,1,1,0,1,1,1.50993,0.90596,1.63693,0.129933,1.047,-0.758214,0.0259765,54,1
MOT17-10-SDP,525,MOT17-10-SDP|525,1,1,1,1,1,1,0,1,1.15757,0.516658,0.688068,0.0498683,1.25289,0.988218,0.0608596,28,1
MOT17-10-SDP,525,MOT17-10-SDP|525,0,0,1,1,0,1,0,0,6.21087,6.99342,0.731688,0.0344538,7.34817,0.896297,0.0677482,161,5
MOT17-10-SDP,527,MOT17-10-SDP|527,1,1,1,1,1,1,1,1,1.30278,0.757292,0.893957,0.0592289,1.59708,0.983067,0.00262663,42,0
MOT17-10-SDP,532,MOT17-10-SDP|532,1,1,1,1,1,0,0,1,0.712982,0.422277,0.736539,0.0692471,0.684011,-0.776215,0.0357196,16,2
MOT17-10-SDP,536,MOT17-10-SDP|536,1,1,1,1,1,1,1,1,0.707605,0.288032,0.445402,0.0275102,0.841567,0.999701,0.0165417,19,0
MOT17-10-SDP,537,MOT17-10-SDP|537,1,1,1,1,1,0,1,1,0.0586809,0.04755,0.026858,0.0365183,0.1087,-0.868898,0.0180354,4,1
MOT17-10-SDP,545,MOT17-10-SDP|545,1,1,1,1,1,1,1,1,1.03187,0.425745,1.51269,0.158472,0.685641,0.944038,0.0145326,36,0
MOT17-10-SDP,547,MOT17-10-SDP|547,1,1,1,1,1,1,0,1,1.28941,0.292005,1.01429,0.0223357,1.37457,0.998289,0.0671573,38,1
MOT17-10-SDP,552,MOT17-10-SDP|552,1,1,1,1,1,0,1,1,2.29649,1.57782,1.25545,0.066573,2.57063,-0.826583,0.0163298,35,1
MOT17-10-SDP,552,MOT17-10-SDP|552,1,1,1,1,1,0,1,1,4.11357,2.71818,1.61916,0.087516,4.89484,-0.971933,0.000944187,65,1
MOT17-10-SDP,554,MOT17-10-SDP|554,1,1,1,1,1,1,0,1,0.233449,0.139998,0.278972,0.0419325,0.189102,-0.0107593,0.0363535,5,1
MOT17-10-SDP,558,MOT17-10-SDP|558,1,1,1,1,1,1,1,1,0.901472,0.673049,1.01067,0.129849,0.685438,0.574637,0.0101945,32,0
MOT17-10-SDP,558,MOT17-10-SDP|558,1,1,1,1,1,1,0,1,1.24573,0.648129,1.17108,0.138975,1.39293,0.619557,0.0650039,38,1
MOT17-10-SDP,561,MOT17-10-SDP|561,1,1,1,1,1,1,0,1,0.515523,0.594563,0.359669,0.00230777,0.597469,0.682628,0.0466683,8,1
MOT17-10-SDP,561,MOT17-10-SDP|561,1,1,1,1,1,1,0,1,0.470431,0.28918,0.790158,0.0242223,0.299057,0.999345,0.0305634,15,1
MOT17-10-SDP,564,MOT17-10-SDP|564,1,1,1,1,1,1,0,1,0.588297,0.677963,0.244608,0.0282838,0.6958,0.150225,0.0446208,14,1
MOT17-10-SDP,564,MOT17-10-SDP|564,1,1,1,1,1,1,1,1,1.07966,1.30389,0.3246,0.0374097,1.31361,0.658207,0.0129264,20,0
MOT17-10-SDP,565,MOT17-10-SDP|565,1,1,1,1,1,0,0,1,0.149213,0.14704,0.0802907,0.0408793,0.149213,-0.74509,0.113655,1,2
MOT17-10-SDP,567,MOT17-10-SDP|567,1,1,1,1,1,1,0,1,0.276471,0.350855,0.220096,0.0982742,0.388388,0.974559,0.0555275,13,1
MOT17-10-SDP,569,MOT17-10-SDP|569,1,1,1,1,1,1,0,1,0.126405,0.0890483,0.129738,0.00217365,0.122527,0.981546,0.0589125,4,1
MOT17-11-SDP,575,MOT17-11-SDP|575,1,1,1,1,1,1,0,1,0.684144,0.471914,0.796806,0.077906,0.557994,0.975114,0.0417367,13,1
MOT17-11-SDP,575,MOT17-11-SDP|575,1,1,1,1,1,1,0,1,2.3935,3.66895,1.00421,0.0178535,4.01939,-0.322125,0.0327071,78,1
MOT17-11-SDP,583,MOT17-11-SDP|583,1,1,1,1,1,1,1,1,0.907896,0.900611,0.8755,0.0246322,0.932308,0.997155,0.0179324,20,0
MOT17-11-SDP,584,MOT17-11-SDP|584,1,1,1,1,1,0,1,1,0.294213,0.297862,0.29185,0.230811,0.298645,-0.999579,0.000871584,12,1
MOT17-11-SDP,588,MOT17-11-SDP|588,1,1,1,1,1,1,1,1,0.765128,0.788853,0.752626,0.0333104,0.83185,0.154914,0.00514975,50,0
MOT17-11-SDP,588,MOT17-11-SDP|588,1,1,1,1,1,1,1,0,0.716825,1.3985,0.510798,0.217774,1.88196,0.468071,0.0148841,209,1
MOT17-11-SDP,591,MOT17-11-SDP|591,1,1,1,1,1,0,1,1,0.39267,0.403964,0.352601,0.140857,0.421296,-0.829379,0.017177,6,1
MOT17-11-SDP,596,MOT17-11-SDP|596,1,1,1,1,1,1,1,1,0.145155,0.00788108,0.0995638,0.0464125,0.268307,-0.560263,0.00748034,22,0
MOT17-11-SDP,609,MOT17-11-SDP|609,1,1,1,1,1,1,1,1,1.14805,1.1923,0.717418,0.0748714,1.65328,0.318681,0.00324129,87,0
MOT17-11-SDP,609,MOT17-11-SDP|609,1,1,1,1,1,1,1,0,1.23609,2.15938,0.516468,0.394403,2.22626,0.654858,0.016349,202,1
MOT17-11-SDP,615,MOT17-11-SDP|615,1,1,1,1,1,1,1,1,1.35671,1.66285,1.03343,0.336322,1.66747,0.988033,0.01328,71,0
MOT17-11-SDP,619,MOT17-11-SDP|619,1,1,1,1,1,1,1,1,0.410212,0.683567,0.254356,0.218493,0.68416,-0.0213238,0.0112241,70,0
MOT17-11-SDP,620,MOT17-11-SDP|620,1,1,1,1,1,0,1,1,0.425919,0.180262,0.349572,0.102172,0.636585,-0.816984,0.0160274,37,1
MOT17-11-SDP,622,MOT17-11-SDP|622,1,1,1,1,1,1,1,1,0.559033,0.324731,0.605616,0.266972,0.329081,0.99912,0.0115007,31,0
MOT17-11-SDP,624,MOT17-11-SDP|624,1,1,1,1,1,0,1,1,0.460054,0.453343,0.460276,0.230055,0.45891,-0.982645,0.00192305,36,1
MOT17-11-SDP,624,MOT17-11-SDP|624,1,1,1,1,1,0,0,1,0.677631,0.332359,0.609232,0.370924,1.04859,-0.933616,0.0268637,63,2
MOT17-11-SDP,628,MOT17-11-SDP|628,1,1,1,1,1,1,1,1,0.220064,0.100573,0.18408,0.124128,0.338339,-0.540794,0.0201885,20,0
MOT17-11-SDP,636,MOT17-11-SDP|636,1,1,1,0,1,1,1,1,0.804386,0.716297,0.75862,0.910405,0.854629,0.666852,0.0107768,65,1
MOT17-11-SDP,639,MOT17-11-SDP|639,1,1,1,1,1,1,0,1,0.313924,0.224029,0.270891,0.122239,0.349619,0.854804,0.0310353,20,1
MOT17-11-SDP,646,MOT17-11-SDP|646,1,1,1,1,1,1,1,1,3.0864,1.06812,1.05068,0.0880795,3.48258,-0.579388,0.00906322,43,0
MOT17-13-SDP,672,MOT17-13-SDP|672,1,1,1,1,1,1,1,1,0.186028,0.0504555,0.564642,0.0963066,0.0718472,0.996956,0.00610655,7,0
MOT17-13-SDP,680,MOT17-13-SDP|680,1,1,1,1,1,1,1,1,0.267414,0.152474,0.405651,0.131702,0.152558,0.999941,0.00827913,8,0
MOT17-13-SDP,687,MOT17-13-SDP|687,1,1,1,1,1,1,0,1,0.362896,0.377347,0.268799,0.0919857,0.422673,0.106904,0.0388501,11,1
MOT17-13-SDP,687,MOT17-13-SDP|687,1,1,1,1,0,0,0,1,4.74385,3.20546,2.31393,0.111215,6.49562,-0.725406,0.0833037,80,3
MOT17-13-SDP,687,MOT17-13-SDP|687,0,0,0,1,0,1,1,1,6.61139,7.26593,5.03168,0.218284,7.83013,-0.579746,0.0070696,106,4
MOT17-13-SDP,687,MOT17-13-SDP|687,0,1,0,1,0,1,0,1,6.3322,2.44717,5.39859,0.182814,7.03641,-0.586612,0.0515062,117,4
MOT17-13-SDP,688,MOT17-13-SDP|688,1,1,1,1,1,1,1,1,0.444954,0.394147,0.552353,0.0969325,0.394517,0.897295,0.00170459,4,0
MOT17-13-SDP,691,MOT17-13-SDP|691,1,1,1,1,1,0,0,1,0.227894,0.242591,0.15215,0.0223601,0.242613,-0.79137,0.0497981,2,2
MOT17-13-SDP,696,MOT17-13-SDP|696,1,1,1,1,1,1,0,1,1.7302,1.07969,2.09491,0.0975164,1.50518,0.965642,0.0771268,34,1
MOT17-13-SDP,696,MOT17-13-SDP|696,1,1,0,1,1,1,1,1,4.48209,4.19744,4.83675,0.204586,4.24653,0.994633,0.0123489,60,1
MOT17-13-SDP,696,MOT17-13-SDP|696,1,1,0,1,1,1,0,1,3.04477,0.469394,5.19586,0.169115,1.65052,0.993486,0.0457587,71,2
MOT17-13-SDP,705,MOT17-13-SDP|705,1,1,1,1,1,1,1,1,0.154692,0.0827405,0.336689,0.0211823,0.084659,0.994501,0.00240472,4,0
MOT17-13-SDP,715,MOT17-13-SDP|715,1,1,1,1,1,1,0,1,0.760697,0.583284,0.592904,0.212702,0.969647,0.700293,0.0995555,17,1
MOT17-13-SDP,715,MOT17-13-SDP|715,1,1,1,1,1,1,0,1,1.90275,1.26866,2.23954,0.125782,1.50096,0.647604,0.0296428,31,1
